LoanID,UserID,BusinessType,BusinessAge,AnnualTurnover,ProfitMargin,NumEmployees,LoanAmount,LoanPurpose,LoanTenure,InterestRate,MonthlyEMI,EMI_Defaulted,PreviousDefaults,CreditScore,CollateralValue,DSCR,CurrentRatio,RevenueGrowth,Location,IndustrySector,YearsWithBank,BankRelationshipScore,Risk_Prediction
LN00152,USR00152,Textiles,15,102.73,5.79,40,14.49,Expansion,1,10.21,1.33,0,2,334,10.45,1.77,2.87,4.93,Mumbai,IT Services,9,4.4,High Risk
LN00153,USR00153,Services,21,44.58,19.83,12,21.48,Equipment,3,15.4,0.69,2,1,314,8.78,1.06,2.27,6.58,Ahmedabad,Textiles,11,2.6,High Risk
LN00154,USR00154,Services,15,77.57,21.55,18,17.03,Expansion,4,12.4,0.4,3,1,405,12.63,2.25,1.51,5.71,Delhi,FMCG,14,1.1,High Risk
LN00155,USR00155,Retail,4,47.24,24.36,13,8.39,Debt Consolidation,1,17.65,0.82,3,2,373,2.74,1.36,2.48,13.09,Ahmedabad,FMCG,1,2.8,High Risk
LN00156,USR00156,Services,11,82.66,22.8,34,12.64,Debt Consolidation,4,11.93,0.29,1,0,584,13.8,1.42,1.67,7.88,Bangalore,IT Services,1,1.7,High Risk
LN00157,USR00157,Food,19,48.14,17.01,47,13.86,Debt Consolidation,4,17.85,0.34,1,2,849,12.07,1.51,1.62,1.54,Mumbai,FMCG,9,1.6,High Risk
LN00158,USR00158,Tech,15,62.76,15.6,8,14.99,Working Capital,3,10.85,0.46,0,1,496,14.92,1.35,1.84,8.85,Hyderabad,Textiles,3,2.6,High Risk
LN00159,USR00159,Textiles,4,45.13,5.56,26,15.88,Expansion,3,9.93,0.48,0,2,579,6.64,1.75,1.12,8.5,Bangalore,Construction,12,1.4,High Risk
LN00160,USR00160,Services,21,94.53,9.93,35,10.28,Inventory,6,11.81,0.16,2,2,452,13.49,1.46,2.94,6.13,Ahmedabad,Textiles,10,4.8,High Risk
LN00161,USR00161,Retail,13,100.75,14.19,14,14.66,Inventory,6,16.97,0.24,2,0,590,11.99,1.24,2.11,9.07,Bangalore,IT Services,5,1.2,High Risk
LN00162,USR00162,Food,22,67.96,17.57,29,13.43,Debt Consolidation,1,13.7,1.27,3,2,441,8.18,2.34,2.57,7.82,Kolkata,FMCG,9,2.6,High Risk
LN00163,USR00163,Manufacturing,19,76.15,16.15,40,20.42,Inventory,6,10.22,0.31,2,0,611,9.59,1.32,1.59,10.54,Bangalore,Agri,11,1.7,High Risk
LN00164,USR00164,Tech,2,31.54,19.85,20,10.02,Equipment,2,10.82,0.46,3,2,331,9.38,1.99,2.52,10.3,Bangalore,Agri,5,3.8,High Risk
LN00165,USR00165,Tech,14,66.01,10.6,47,14.91,Expansion,1,11.8,1.39,0,2,325,8.91,1.39,2.18,9.46,Ahmedabad,Pharma,12,1.3,High Risk
LN00166,USR00166,Textiles,4,73.49,16.3,41,11.57,Expansion,4,14.31,0.28,0,0,554,5.95,1.54,1.91,2.8,Delhi,Construction,14,3.2,High Risk
LN00167,USR00167,Tech,16,153.62,6.76,15,24.31,Expansion,6,11.99,0.38,0,0,355,13.52,1.2,2.94,16.48,Ahmedabad,IT Services,12,4.1,High Risk
LN00168,USR00168,Services,21,41.64,13.27,42,21.28,Equipment,6,15.72,0.34,1,1,592,7.16,2.08,2.04,1.78,Hyderabad,Pharma,3,4.8,High Risk
LN00169,USR00169,Retail,20,118.93,20.0,32,6.79,Working Capital,6,14.55,0.11,2,0,529,6.85,2.05,2.35,7.49,Mumbai,Pharma,9,3.8,High Risk
LN00170,USR00170,Tech,14,104.91,18.87,43,11.02,Equipment,3,16.86,0.36,0,2,352,13.6,0.84,1.13,3.62,Kolkata,Agri,12,1.4,High Risk
LN00171,USR00171,Tech,15,83.42,24.81,15,19.35,Expansion,4,13.51,0.46,0,1,400,5.79,0.9,1.67,9.59,Delhi,Textiles,7,1.4,High Risk
LN00172,USR00172,Manufacturing,3,127.76,10.56,36,17.29,Expansion,6,11.98,0.27,0,0,766,9.09,2.37,2.79,8.55,Mumbai,Pharma,12,3.9,Low Risk
LN00173,USR00173,Manufacturing,8,86.16,14.96,38,17.13,Expansion,5,17.97,0.34,2,0,566,7.02,2.31,2.54,7.32,Mumbai,Pharma,12,1.9,High Risk
LN00174,USR00174,Trading,16,86.67,11.59,32,15.95,Inventory,5,12.2,0.3,2,1,301,14.91,1.66,2.12,14.07,Delhi,Construction,7,2.8,High Risk
LN00175,USR00175,Food,10,73.41,13.81,27,19.76,Working Capital,4,12.86,0.46,1,2,321,13.43,1.64,2.81,12.43,Kolkata,Agri,14,4.9,High Risk
LN00176,USR00176,Services,4,111.71,22.14,4,18.9,Equipment,6,16.28,0.31,1,2,511,7.53,2.18,2.02,6.69,Hyderabad,Textiles,8,4.3,High Risk
LN00177,USR00177,Tech,18,107.89,18.68,38,13.55,Expansion,2,9.8,0.62,1,1,535,7.01,1.04,2.18,11.22,Delhi,Construction,11,4.4,High Risk
LN00178,USR00178,Tech,2,56.23,22.65,20,9.0,Debt Consolidation,2,12.48,0.42,1,2,828,12.3,1.91,1.83,14.26,Delhi,Textiles,5,4.4,High Risk
LN00179,USR00179,Retail,17,35.42,9.07,7,6.55,Working Capital,1,9.77,0.6,0,0,687,11.3,1.61,2.28,12.41,Delhi,Textiles,2,3.5,High Risk
LN00180,USR00180,Trading,13,68.91,22.47,21,14.48,Debt Consolidation,1,10.25,1.33,3,2,313,8.94,2.06,1.71,7.46,Kolkata,Pharma,11,4.0,High Risk
LN00181,USR00181,Food,4,51.0,6.2,44,5.8,Working Capital,6,9.04,0.09,1,0,818,8.66,0.85,1.83,1.64,Delhi,Construction,9,2.4,High Risk
LN00182,USR00182,Trading,11,73.09,22.77,20,16.25,Expansion,1,9.09,1.48,3,2,521,9.3,1.81,2.94,9.3,Delhi,Pharma,3,5.0,High Risk
LN00183,USR00183,Textiles,7,112.12,11.58,34,13.46,Working Capital,3,12.42,0.42,0,0,702,12.71,1.75,1.31,10.67,Bangalore,FMCG,11,2.1,High Risk
LN00184,USR00184,Food,12,61.28,11.29,23,24.72,Working Capital,2,16.28,1.2,0,1,812,14.71,2.23,1.3,4.92,Bangalore,Textiles,14,3.4,High Risk
LN00185,USR00185,Tech,10,73.72,15.24,12,16.72,Expansion,4,14.28,0.4,2,0,586,15.47,1.95,1.18,8.09,Bangalore,Construction,2,2.1,High Risk
LN00186,USR00186,Tech,7,76.74,23.81,39,14.85,Debt Consolidation,6,14.71,0.24,3,2,683,7.8,2.3,1.71,7.67,Bangalore,Agri,10,1.4,High Risk
LN00187,USR00187,Food,13,100.45,5.96,24,6.92,Debt Consolidation,6,13.67,0.11,3,0,546,10.17,2.31,1.86,13.55,Delhi,Pharma,10,3.3,High Risk
LN00188,USR00188,Tech,7,7.59,12.04,15,8.69,Inventory,5,16.38,0.17,0,2,390,14.03,1.49,1.28,15.42,Bangalore,FMCG,5,2.4,High Risk
LN00189,USR00189,Services,24,56.8,22.13,19,18.41,Debt Consolidation,2,16.92,0.9,2,2,611,7.39,1.03,2.14,12.7,Mumbai,IT Services,8,3.3,High Risk
LN00190,USR00190,Food,17,81.34,12.92,11,13.43,Debt Consolidation,2,16.65,0.65,1,0,736,7.95,1.87,2.21,7.66,Hyderabad,FMCG,3,3.2,Low Risk
LN00191,USR00191,Trading,10,111.0,8.98,26,27.68,Working Capital,2,16.31,1.34,1,2,342,12.39,2.29,2.53,12.59,Bangalore,FMCG,6,3.2,High Risk
LN00192,USR00192,Food,10,60.24,13.5,46,14.58,Inventory,1,10.64,1.34,2,1,373,8.59,0.93,2.95,10.6,Kolkata,Pharma,9,1.5,High Risk
LN00193,USR00193,Tech,24,18.7,12.71,16,15.84,Expansion,3,14.34,0.5,2,2,615,5.57,1.75,2.28,7.7,Hyderabad,Agri,2,2.8,High Risk
LN00194,USR00194,Services,4,93.59,23.31,48,8.42,Expansion,4,14.24,0.2,1,1,443,7.52,1.0,1.31,16.37,Ahmedabad,Construction,8,4.2,High Risk
LN00195,USR00195,Services,20,55.94,20.24,10,19.74,Equipment,1,13.75,1.87,0,1,628,12.97,0.85,1.27,5.05,Ahmedabad,Textiles,10,2.3,High Risk
LN00196,USR00196,Textiles,4,39.31,15.1,39,10.37,Inventory,3,13.33,0.33,0,2,508,10.75,1.96,2.58,10.42,Mumbai,Agri,7,2.8,High Risk
LN00197,USR00197,Trading,22,56.27,24.77,21,17.62,Working Capital,2,9.8,0.81,2,1,398,5.31,1.96,2.34,11.36,Hyderabad,Pharma,3,3.0,High Risk
LN00198,USR00198,Manufacturing,7,69.46,14.31,30,19.06,Equipment,3,9.92,0.58,0,1,413,8.17,1.82,1.41,6.85,Hyderabad,IT Services,1,4.5,High Risk
LN00199,USR00199,Manufacturing,22,56.86,6.16,48,15.48,Equipment,1,17.12,1.51,0,0,474,15.47,2.26,1.58,10.24,Mumbai,Construction,6,3.6,High Risk
LN00200,USR00200,Food,1,8.83,10.25,43,23.78,Expansion,2,14.67,1.14,3,1,570,9.79,0.94,2.53,11.78,Ahmedabad,Textiles,2,1.4,High Risk
LN00201,USR00201,Textiles,12,101.91,13.72,32,11.95,Debt Consolidation,1,11.36,1.11,1,1,362,9.27,0.98,2.18,8.98,Bangalore,IT Services,3,4.5,High Risk
LN00202,USR00202,Retail,24,113.25,8.14,9,23.38,Working Capital,4,11.51,0.54,2,1,703,10.02,2.27,2.21,9.89,Mumbai,Construction,12,4.3,High Risk
LN00203,USR00203,Food,13,94.55,23.95,28,8.65,Inventory,2,14.49,0.41,1,1,524,10.62,1.66,1.5,8.42,Kolkata,Textiles,14,4.0,High Risk
LN00204,USR00204,Textiles,10,40.87,20.34,42,19.0,Equipment,3,12.66,0.59,3,1,460,8.83,1.26,2.3,11.19,Mumbai,Textiles,5,2.9,High Risk
LN00205,USR00205,Trading,15,68.96,10.37,48,14.29,Working Capital,1,12.97,1.35,0,2,335,14.02,2.05,2.56,7.08,Delhi,FMCG,14,4.0,High Risk
LN00206,USR00206,Trading,13,74.8,16.82,48,11.46,Expansion,5,9.55,0.21,0,1,680,8.59,2.32,2.78,6.75,Ahmedabad,IT Services,11,2.9,High Risk
LN00207,USR00207,Trading,23,92.96,19.43,13,6.69,Equipment,3,10.25,0.2,3,2,617,12.98,1.97,2.5,8.08,Delhi,IT Services,8,3.9,High Risk
LN00208,USR00208,Trading,22,95.05,23.83,16,13.7,Equipment,3,12.54,0.43,1,2,755,15.47,2.15,2.2,12.73,Ahmedabad,Pharma,2,4.5,High Risk
LN00209,USR00209,Trading,22,52.97,22.63,23,13.38,Expansion,2,15.3,0.64,3,2,568,11.13,1.28,2.38,1.01,Ahmedabad,Agri,6,4.6,High Risk
LN00210,USR00210,Textiles,21,77.46,15.3,10,15.86,Expansion,6,9.43,0.24,0,0,643,6.86,1.29,2.02,4.36,Hyderabad,FMCG,1,2.8,Low Risk
LN00211,USR00211,Textiles,22,88.72,20.49,5,18.62,Expansion,3,12.01,0.58,0,0,339,10.56,2.27,1.53,17.1,Bangalore,FMCG,7,4.4,High Risk
LN00212,USR00212,Services,9,118.67,16.24,30,10.96,Working Capital,1,15.26,1.05,1,2,713,8.31,1.85,2.78,9.1,Bangalore,Construction,4,1.4,High Risk
LN00213,USR00213,Manufacturing,9,96.14,16.05,31,23.79,Working Capital,5,16.13,0.46,0,0,679,12.69,1.2,2.11,6.37,Ahmedabad,IT Services,1,1.4,High Risk
LN00214,USR00214,Tech,15,98.67,7.29,25,12.31,Working Capital,4,10.71,0.28,1,1,521,10.62,1.69,2.23,11.18,Ahmedabad,Textiles,9,3.2,High Risk
LN00215,USR00215,Trading,10,77.51,7.52,20,18.01,Debt Consolidation,5,15.58,0.35,2,2,580,9.64,1.97,2.98,4.86,Delhi,Textiles,9,3.6,High Risk
LN00216,USR00216,Retail,24,117.31,15.59,37,15.45,Equipment,1,17.6,1.51,0,2,524,6.97,1.17,2.97,-0.41,Kolkata,Construction,11,1.6,High Risk
LN00217,USR00217,Tech,10,87.29,10.38,15,14.01,Working Capital,2,17.16,0.68,0,2,756,4.42,1.91,2.21,9.42,Mumbai,IT Services,3,2.9,High Risk
LN00218,USR00218,Textiles,8,49.17,5.42,14,15.2,Debt Consolidation,1,16.1,1.47,1,0,453,7.57,0.87,1.16,5.08,Ahmedabad,Pharma,6,1.4,High Risk
LN00219,USR00219,Retail,24,117.1,19.46,49,10.3,Equipment,6,15.41,0.17,2,0,579,11.95,1.32,1.85,8.41,Ahmedabad,Textiles,7,3.4,High Risk
LN00220,USR00220,Retail,16,95.94,5.65,7,13.06,Working Capital,6,11.12,0.2,0,0,652,13.55,1.95,2.88,9.32,Mumbai,FMCG,13,4.4,High Risk
LN00221,USR00221,Retail,17,61.71,16.91,41,8.3,Expansion,6,14.71,0.13,0,1,338,9.07,1.05,1.65,8.57,Mumbai,FMCG,4,4.0,High Risk
LN00222,USR00222,Services,5,60.62,15.78,13,12.25,Inventory,3,14.79,0.39,2,0,788,7.17,1.18,3.0,1.16,Kolkata,IT Services,6,2.5,High Risk
LN00223,USR00223,Textiles,4,83.9,24.38,13,12.67,Working Capital,2,12.66,0.59,0,2,497,10.57,2.29,1.26,8.11,Kolkata,Textiles,9,5.0,High Risk
LN00224,USR00224,Retail,18,88.9,14.68,49,19.23,Inventory,6,13.44,0.3,1,0,575,12.07,1.95,2.18,9.78,Mumbai,Textiles,14,3.7,High Risk
LN00225,USR00225,Trading,24,80.92,6.27,44,13.34,Working Capital,4,15.25,0.32,2,0,471,12.33,1.65,2.08,2.4,Ahmedabad,Pharma,10,4.3,High Risk
LN00226,USR00226,Food,19,84.34,16.03,49,12.76,Expansion,4,17.57,0.31,2,0,807,10.58,1.16,1.59,1.92,Ahmedabad,IT Services,6,3.7,High Risk
LN00227,USR00227,Retail,4,126.0,21.82,33,16.1,Inventory,1,11.66,1.5,3,0,704,16.21,1.38,2.9,3.72,Mumbai,Textiles,7,5.0,Low Risk
LN00228,USR00228,Services,7,107.15,24.94,33,15.9,Debt Consolidation,6,11.22,0.25,0,2,570,13.81,1.78,2.28,10.99,Ahmedabad,Pharma,6,4.3,High Risk
LN00229,USR00229,Tech,10,80.72,13.61,15,12.04,Expansion,3,14.42,0.38,2,0,430,6.33,1.06,1.54,0.01,Kolkata,FMCG,7,3.1,High Risk
LN00230,USR00230,Textiles,18,103.24,11.41,16,16.97,Inventory,4,10.18,0.39,2,2,684,5.6,1.62,1.83,11.32,Mumbai,Pharma,1,2.5,High Risk
LN00231,USR00231,Services,19,44.02,23.13,47,14.11,Inventory,5,14.24,0.27,2,0,696,6.61,1.5,2.47,9.57,Kolkata,Textiles,6,3.7,Low Risk
LN00232,USR00232,Retail,4,86.94,8.82,44,12.04,Expansion,2,9.8,0.55,3,1,595,13.51,1.61,1.67,6.97,Ahmedabad,Agri,12,3.4,High Risk
LN00233,USR00233,Textiles,10,129.28,17.31,27,12.52,Expansion,5,13.42,0.24,0,1,682,4.87,0.98,2.77,2.08,Ahmedabad,IT Services,9,3.5,High Risk
LN00234,USR00234,Food,1,68.46,13.11,35,19.75,Expansion,4,14.58,0.47,2,2,811,11.37,0.98,1.41,4.81,Hyderabad,Textiles,11,2.4,High Risk
LN00235,USR00235,Retail,23,49.57,5.82,35,12.67,Equipment,4,9.63,0.29,0,2,694,9.49,2.44,1.6,11.13,Delhi,Agri,3,2.7,High Risk
LN00236,USR00236,Services,18,55.44,11.95,17,16.31,Debt Consolidation,1,10.86,1.51,2,1,559,6.27,2.46,1.38,13.03,Delhi,FMCG,14,3.2,High Risk
LN00237,USR00237,Manufacturing,5,42.31,10.3,18,8.59,Working Capital,1,12.02,0.8,1,1,580,10.75,1.52,1.3,3.87,Kolkata,IT Services,6,4.4,High Risk
LN00238,USR00238,Trading,15,51.46,18.72,46,20.58,Inventory,6,12.32,0.32,2,0,655,9.47,2.14,1.67,12.57,Mumbai,Construction,4,4.1,Low Risk
LN00239,USR00239,Tech,17,63.88,23.98,40,12.09,Working Capital,2,15.08,0.58,2,1,719,12.42,1.91,3.0,10.74,Delhi,IT Services,7,1.5,High Risk
LN00240,USR00240,Services,3,32.83,10.36,8,17.0,Expansion,6,13.76,0.27,3,2,491,5.12,1.0,1.28,7.97,Ahmedabad,FMCG,7,2.0,High Risk
LN00241,USR00241,Textiles,12,75.47,21.23,46,13.74,Debt Consolidation,1,12.44,1.29,2,2,727,7.32,1.3,1.5,5.05,Bangalore,FMCG,13,1.1,High Risk
LN00242,USR00242,Retail,2,102.07,6.11,27,16.94,Debt Consolidation,3,13.06,0.53,1,1,647,7.38,1.33,1.62,5.67,Mumbai,FMCG,9,1.0,High Risk
LN00243,USR00243,Trading,1,47.77,15.76,17,17.22,Equipment,2,9.12,0.78,2,2,728,11.98,1.81,2.28,15.29,Kolkata,Pharma,4,1.9,High Risk
LN00244,USR00244,Retail,23,120.58,6.41,6,14.28,Expansion,3,15.93,0.46,1,0,691,9.29,1.79,2.52,8.71,Ahmedabad,FMCG,14,4.2,High Risk
LN00245,USR00245,Textiles,21,90.32,23.68,6,5.67,Inventory,6,9.37,0.09,1,0,640,13.54,2.37,2.53,13.32,Ahmedabad,Construction,8,4.6,Low Risk
LN00246,USR00246,Retail,17,105.92,20.33,32,20.46,Equipment,1,16.46,1.99,1,1,846,8.8,2.14,1.12,8.97,Bangalore,Textiles,8,2.6,High Risk
LN00247,USR00247,Manufacturing,22,55.26,18.16,36,14.3,Expansion,2,13.87,0.68,3,2,701,10.66,2.26,2.34,6.19,Kolkata,Agri,8,3.3,High Risk
LN00248,USR00248,Trading,16,100.64,21.48,29,16.84,Equipment,6,13.75,0.27,0,1,346,14.45,2.32,2.3,10.34,Mumbai,IT Services,14,3.8,High Risk
LN00249,USR00249,Trading,5,42.24,17.95,33,18.46,Working Capital,4,15.34,0.44,0,2,724,4.68,2.16,2.08,16.63,Ahmedabad,IT Services,8,4.8,High Risk
LN00250,USR00250,Textiles,15,101.71,24.38,34,12.71,Expansion,6,16.74,0.21,1,2,816,10.09,1.37,1.82,5.42,Hyderabad,FMCG,6,4.7,High Risk
LN00251,USR00251,Tech,3,80.16,19.28,46,17.59,Inventory,5,17.48,0.34,3,2,627,9.91,1.17,2.62,11.66,Ahmedabad,Agri,8,1.2,High Risk
LN00252,USR00252,Manufacturing,7,91.6,23.49,41,11.26,Inventory,4,13.89,0.27,3,0,386,7.64,1.77,1.75,8.76,Hyderabad,FMCG,6,2.0,High Risk
LN00253,USR00253,Services,11,39.73,15.34,11,16.94,Expansion,3,10.36,0.52,0,2,814,9.51,1.97,1.54,2.2,Hyderabad,Pharma,10,1.2,High Risk
LN00254,USR00254,Retail,10,48.15,7.34,43,15.1,Equipment,4,16.91,0.37,1,0,464,10.94,1.46,1.69,2.11,Mumbai,Agri,14,3.5,High Risk
LN00255,USR00255,Food,9,92.92,15.56,10,12.89,Debt Consolidation,6,9.37,0.2,0,2,522,7.76,2.24,1.94,6.19,Mumbai,FMCG,14,3.8,High Risk
LN00256,USR00256,Retail,14,46.55,7.54,16,15.23,Expansion,4,16.27,0.37,0,1,596,10.17,2.43,1.51,9.39,Bangalore,FMCG,2,2.2,High Risk
LN00257,USR00257,Retail,13,88.9,16.85,35,9.72,Inventory,5,15.12,0.19,3,0,750,6.94,1.77,2.25,11.51,Ahmedabad,Construction,13,4.4,Low Risk
LN00258,USR00258,Services,2,33.99,14.65,25,16.55,Working Capital,6,17.14,0.27,3,0,642,9.39,1.58,2.78,1.72,Mumbai,Construction,3,2.8,Low Risk
LN00259,USR00259,Retail,3,100.45,17.45,23,17.06,Inventory,5,17.08,0.33,2,0,640,12.79,2.23,2.23,10.61,Mumbai,Construction,6,5.0,Low Risk
LN00260,USR00260,Manufacturing,7,38.02,5.2,14,16.73,Debt Consolidation,4,9.48,0.38,3,1,760,12.93,0.84,1.95,7.53,Bangalore,Pharma,7,1.0,High Risk
LN00261,USR00261,Manufacturing,21,91.57,8.9,4,22.51,Inventory,5,14.49,0.43,3,0,691,13.52,1.02,2.61,8.01,Bangalore,Agri,14,1.4,High Risk
LN00262,USR00262,Trading,18,93.77,14.83,15,14.53,Debt Consolidation,4,10.12,0.33,0,1,836,9.7,2.24,2.52,10.35,Ahmedabad,Pharma,4,2.2,High Risk
LN00263,USR00263,Textiles,3,54.1,24.01,6,14.87,Expansion,2,9.71,0.68,3,2,720,9.02,2.04,1.8,14.98,Kolkata,Textiles,1,1.1,High Risk
LN00264,USR00264,Tech,10,92.46,12.67,22,9.15,Inventory,4,13.03,0.22,3,2,680,12.21,1.51,2.25,9.21,Delhi,FMCG,4,4.1,High Risk
LN00265,USR00265,Food,22,82.81,13.49,16,22.86,Equipment,1,9.88,2.09,0,1,304,13.5,2.31,2.49,2.57,Ahmedabad,FMCG,6,1.2,High Risk
LN00266,USR00266,Retail,7,58.83,19.29,32,7.51,Equipment,5,15.55,0.14,3,0,303,10.25,1.4,1.57,7.25,Delhi,FMCG,8,4.0,High Risk
LN00267,USR00267,Retail,9,44.74,17.08,31,16.14,Inventory,5,17.72,0.32,3,0,615,14.54,1.88,1.8,11.41,Kolkata,Construction,13,1.2,High Risk
LN00268,USR00268,Services,17,16.12,10.98,10,11.93,Inventory,3,14.13,0.38,2,1,377,12.13,1.88,1.3,11.54,Hyderabad,FMCG,12,2.0,High Risk
LN00269,USR00269,Textiles,11,85.49,13.22,14,15.31,Working Capital,3,11.12,0.47,1,2,830,8.29,1.11,2.98,10.66,Ahmedabad,Construction,13,4.4,High Risk
LN00270,USR00270,Manufacturing,7,28.06,9.35,43,8.46,Inventory,1,16.59,0.82,2,1,654,8.65,1.28,1.26,5.96,Mumbai,Textiles,13,4.8,High Risk
LN00271,USR00271,Food,24,77.86,24.32,40,19.46,Working Capital,5,16.68,0.38,3,0,332,9.88,2.36,1.42,2.53,Bangalore,Pharma,14,2.7,High Risk
LN00272,USR00272,Trading,14,67.1,7.61,28,10.22,Working Capital,5,15.6,0.2,0,0,438,5.29,1.11,2.01,10.36,Ahmedabad,Pharma,13,4.9,High Risk
LN00273,USR00273,Manufacturing,19,95.37,12.44,4,20.83,Working Capital,3,14.54,0.66,0,0,571,8.34,1.1,2.74,3.14,Bangalore,Pharma,4,3.5,High Risk
LN00274,USR00274,Textiles,4,65.94,5.52,42,10.36,Working Capital,3,16.81,0.34,1,0,495,13.42,1.62,1.78,10.77,Hyderabad,Construction,10,2.7,High Risk
LN00275,USR00275,Tech,6,65.12,9.44,16,19.88,Expansion,4,10.47,0.46,0,2,426,14.04,0.96,2.56,10.77,Bangalore,IT Services,1,4.2,High Risk
LN00276,USR00276,Trading,10,96.96,20.61,8,10.85,Equipment,6,17.38,0.18,3,2,648,10.86,2.32,2.38,6.13,Hyderabad,IT Services,5,2.2,High Risk
LN00277,USR00277,Tech,7,85.05,9.02,44,11.93,Working Capital,5,17.52,0.23,2,2,343,11.36,0.97,2.31,7.55,Kolkata,Agri,7,2.1,High Risk
LN00278,USR00278,Services,13,84.48,6.6,42,14.99,Equipment,5,16.85,0.29,1,0,543,9.07,1.85,2.71,8.79,Hyderabad,IT Services,6,3.6,High Risk
LN00279,USR00279,Services,14,89.08,14.49,33,10.76,Working Capital,4,11.26,0.25,2,0,308,8.08,1.38,1.13,5.54,Delhi,Agri,3,2.6,High Risk
LN00280,USR00280,Retail,4,28.93,5.2,19,10.61,Equipment,5,16.72,0.21,0,0,378,11.71,2.17,2.87,2.47,Ahmedabad,Textiles,13,1.5,High Risk
LN00281,USR00281,Tech,8,97.7,6.7,27,10.82,Inventory,1,13.48,1.02,3,1,489,8.68,1.8,2.68,7.84,Hyderabad,Agri,7,1.3,High Risk
LN00282,USR00282,Textiles,5,93.37,21.15,34,16.59,Inventory,3,14.35,0.53,1,0,385,15.07,1.46,2.88,8.26,Ahmedabad,Textiles,4,4.2,High Risk
LN00283,USR00283,Food,1,44.5,20.43,14,15.0,Equipment,3,16.57,0.49,0,2,784,11.23,2.47,2.61,13.44,Kolkata,FMCG,5,3.7,High Risk
LN00284,USR00284,Trading,4,67.68,23.3,15,15.26,Working Capital,6,9.27,0.23,0,2,570,11.34,0.91,2.77,4.87,Hyderabad,Pharma,11,2.6,High Risk
LN00285,USR00285,Manufacturing,3,73.82,22.09,21,13.38,Expansion,3,12.27,0.42,2,2,812,6.82,1.78,1.49,12.27,Kolkata,IT Services,7,4.6,High Risk
LN00286,USR00286,Textiles,9,70.97,18.66,46,17.74,Equipment,2,16.34,0.86,0,1,319,3.04,2.48,1.71,3.41,Delhi,Construction,2,2.6,High Risk
LN00287,USR00287,Textiles,8,85.02,6.05,27,20.25,Debt Consolidation,1,16.33,1.96,2,2,788,11.34,1.97,1.7,2.62,Mumbai,Textiles,4,3.8,High Risk
LN00288,USR00288,Services,1,117.94,20.66,33,17.88,Expansion,1,16.64,1.74,0,1,429,8.51,2.06,1.31,6.8,Kolkata,IT Services,4,4.6,High Risk
LN00289,USR00289,Tech,6,107.45,21.91,39,13.96,Debt Consolidation,4,10.52,0.32,2,1,306,12.95,0.85,2.49,4.24,Mumbai,Construction,6,4.4,High Risk
LN00290,USR00290,Retail,9,35.63,20.98,27,8.9,Equipment,2,15.35,0.43,2,1,609,7.26,0.84,1.36,2.57,Kolkata,Construction,12,3.0,High Risk
LN00291,USR00291,Retail,7,93.66,15.17,18,5.11,Working Capital,5,10.32,0.09,3,0,772,8.41,0.86,1.2,15.78,Hyderabad,Pharma,11,3.7,High Risk
LN00292,USR00292,Trading,4,114.87,9.66,40,14.68,Debt Consolidation,6,16.07,0.24,1,0,401,13.36,2.49,2.57,6.19,Mumbai,FMCG,7,2.7,High Risk
LN00293,USR00293,Services,13,86.6,21.91,45,5.03,Equipment,1,11.21,0.47,1,2,637,11.31,2.47,2.82,17.25,Kolkata,FMCG,4,3.6,High Risk
LN00294,USR00294,Textiles,17,107.73,19.54,25,14.0,Expansion,2,15.64,0.67,3,2,618,7.0,1.37,2.55,4.02,Ahmedabad,Agri,10,2.0,High Risk
LN00295,USR00295,Food,2,135.37,24.62,16,22.01,Working Capital,2,13.1,1.04,0,1,812,10.1,1.29,2.67,1.17,Kolkata,IT Services,1,2.7,High Risk
LN00296,USR00296,Services,5,105.71,8.11,8,9.23,Debt Consolidation,1,17.88,0.91,0,0,324,15.71,1.05,2.23,13.17,Mumbai,FMCG,1,1.8,High Risk
LN00297,USR00297,Trading,12,82.48,9.51,27,8.57,Equipment,4,14.22,0.2,1,2,729,10.43,1.36,2.79,5.09,Ahmedabad,Pharma,5,1.2,High Risk
LN00298,USR00298,Trading,21,106.35,9.24,25,18.18,Working Capital,2,14.69,0.87,2,2,442,9.56,1.43,2.04,8.56,Kolkata,IT Services,1,3.4,High Risk
LN00299,USR00299,Services,8,79.35,20.85,45,0.97,Working Capital,3,12.31,0.03,2,0,448,12.69,2.07,2.98,2.58,Mumbai,Construction,3,4.5,High Risk
LN00300,USR00300,Trading,6,75.72,8.74,14,16.91,Inventory,2,15.61,0.81,1,1,354,11.06,2.27,1.3,7.85,Delhi,Textiles,9,1.1,High Risk
LN00301,USR00301,Services,8,64.46,6.33,15,22.34,Working Capital,5,13.45,0.42,1,2,770,14.33,2.07,2.64,2.51,Bangalore,Textiles,3,1.8,High Risk
LN00302,USR00302,Manufacturing,18,121.9,24.97,38,10.64,Equipment,1,9.16,0.97,3,2,662,12.27,1.9,2.32,7.7,Delhi,FMCG,3,2.8,High Risk
LN00303,USR00303,Services,3,50.45,5.5,41,9.78,Expansion,5,14.48,0.19,0,0,508,12.72,2.1,2.2,6.1,Mumbai,Agri,13,3.7,High Risk
LN00304,USR00304,Tech,22,120.97,21.7,36,17.95,Inventory,4,16.47,0.44,2,0,484,14.48,2.06,2.48,8.92,Hyderabad,Textiles,9,1.7,High Risk
